CustomerID,Gender,InvoiceDate,InvoiceNumber,ProductID,Quantity,Price,Total,OrderStatus,Country,TrafficSource,SessionDuration,DeviceCategory,Device,OS,DeliveryRating,ProductRating,Sales
9792,Female,1/23/2019,46052212,60,2,91.28,182.56,Completed,China,Organic Search,0.74,Computer,Laptop,Windows,5,4,182.56
7118,Female,1/23/2019,73826943,76,3,76.67,230.01,In Process,Russia,Paid Advertisment,0.65,Mobile,Tablet,Windows,0,0,0
1990,Female,1/24/2019,91309063,85,1,68.31,68.31,Completed,China,Organic Search,8.32,Computer,Desktop,Windows,4,5,68.31
6002,Male,1/24/2019,92733022,97,2,56.74,113.48,In Process,Canada,Social Media,8.46,Computer,Laptop,Windows,0,0,0
5822,Female,1/25/2019,81706166,24,1,99.58,99.58,Cancelled,Turkey,Social Media,3.83,Computer,Desktop,Windows,0,0,0
8837,Male,1/26/2019,79074150,61,2,70.34,140.68,Completed,United States,Organic Search,0.2,Computer,Desktop,Windows,5,5,140.68
2437,Male,1/26/2019,94518091,8,1,67.18,67.18,Cancelled,Italy,Organic Search,3.94,Mobile,Smart Phone,Android,0,0,0
1457,Female,1/26/2019,11512793,75,2,32.34,64.68,In Process,India,Organic Search,4.94,Computer,Desktop,Windows,0,0,0
3446,Female,1/26/2019,36215549,67,2,17.22,34.44,Completed,Germany,Organic Search,3.12,Mobile,Tablet,Android,3,3,34.44
1784,Female,1/26/2019,93398915,18,1,1.97,1.97,Completed,France,Organic Search,6.01,Computer,Desktop,Mac,5,3,1.97
8735,Male,1/27/2019,39689144,11,2,4.31,8.62,In Process,Brazil,Paid Advertisment,8.61,Computer,Desktop,Linux,0,0,0
6952,Male,1/27/2019,49336199,23,1,95.72,95.72,In Process,Taiwan,Organic Search,0.1,Computer,Desktop,Mac,0,0,0
9816,Female,1/27/2019,83768533,98,1,85.04,85.04,Completed,United States,Organic Search,4.87,Computer,Desktop,Windows,5,4,85.04
4049,Female,1/28/2019,96649574,94,1,17.63,17.63,Cancelled,Egypt,Organic Search,9.77,Computer,Desktop,Windows,0,0,0
1395,Male,1/28/2019,17352662,9,3,73.83,221.49,Completed,United Kingdom,Organic Search,2.74,Mobile,Tablet,Windows,5,3,221.49
7936,Male,1/29/2019,29489662,25,2,11.29,22.58,Returned,France,Social Media,0.09,Computer,Laptop,Windows,0,0,0
2609,Female,1/29/2019,37211927,19,2,13.2,26.4,In Process,United States,Social Media,2.19,Mobile,Tablet,Windows,0,0,0
2495,Male,1/30/2019,50599444,21,3,98.91,296.73,Completed,China,Organic Search,2.21,Mobile,Tablet,Windows,4,3,296.73
4592,Male,1/31/2019,41719113,27,3,72.93,218.79,Completed,France,Organic Search,8.99,Computer,Desktop,Windows,5,5,218.79
6440,Female,1/31/2019,11529780,4,2,32.43,64.86,Completed,Taiwan,Organic Search,6.09,Mobile,Smart Phone,Android,5,3,64.86
8919,Male,2/01/2019,54575778,4,3,32.43,97.29,In Process,China,Organic Search,8.01,Computer,Laptop,Windows,0,0,0
7211,Male,2/01/2019,93139178,47,2,64.64,129.28,In Process,Australia,Social Media,8.31,Mobile,Smart Phone,Android,0,0,0
5189,Male,2/01/2019,18189745,85,1,68.31,68.31,Completed,France,Organic Search,0.82,Mobile,Tablet,Android,4,5,68.31
3360,Female,2/01/2019,46806659,9,2,73.83,147.66,Cancelled,Japan,Paid Advertisment,0.19,Computer,Desktop,Windows,0,0,0
9523,Male,2/02/2019,85394637,29,2,1.91,3.82,In Process,United States,Organic Search,7.74,Mobile,Smart Phone,Android,0,0,0
9281,Female,2/02/2019,43930998,79,3,33.28,99.84,Completed,Russia,Organic Search,0.71,Computer,Laptop,Windows,4,4,99.84
2844,Female,2/03/2019,98343421,62,2,81.46,162.92,Completed,United Kingdom,Organic Search,3.32,Computer,Desktop,Windows,5,5,162.92
3761,Male,2/04/2019,90393819,80,1,77.64,77.64,Completed,Taiwan,Organic Search,0.78,Computer,Laptop,Linux,5,5,77.64
3399,Male,2/05/2019,60520530,41,2,32.33,64.66,Completed,Switzerland,Social Media,8.08,Computer,Laptop,Windows,4,5,64.66
2503,Male,2/05/2019,25877286,92,1,58.5,58.5,In Process,United States,Organic Search,2.89,Computer,Desktop,Windows,0,0,0
1832,Male,2/06/2019,86264346,100,2,98.59,197.18,In Process,United Kingdom,Social Media,8.95,Mobile,Smart Phone,Android,0,0,0
1542,Male,2/07/2019,84546978,29,1,1.91,1.91,Completed,United States,Organic Search,0.62,Computer,Desktop,Windows,5,5,1.91
9899,Female,2/07/2019,81805625,38,1,26.03,26.03,Returned,Switzerland,Organic Search,8.57,Computer,Laptop,Windows,0,0,0
6916,Male,2/08/2019,76487166,25,1,11.29,11.29,Completed,India,Organic Search,5.97,Mobile,Smart Phone,Android,5,4,11.29
2948,Male,2/09/2019,44777671,52,1,20.15,20.15,Cancelled,Egypt,Paid Advertisment,1.18,Mobile,Tablet,Android,0,0,0
4190,Male,2/09/2019,93538850,89,3,37.61,112.83,Completed,Brazil,Organic Search,4.47,Computer,Desktop,Mac,5,3,112.83
2144,Male,2/10/2019,31528625,46,1,9.88,9.88,Completed,United Kingdom,Organic Search,9.3,Computer,Desktop,Windows,4,5,9.88
3521,Male,2/10/2019,13262212,52,2,20.15,40.3,Completed,Japan,Organic Search,2.74,Mobile,Tablet,Windows,4,3,40.3
9149,Male,2/10/2019,41497662,73,3,30.57,91.71,Cancelled,Brazil,Organic Search,3.81,Computer,Desktop,Linux,0,0,0
7281,Male,2/10/2019,52320968,78,1,19.66,19.66,Completed,Italy,Organic Search,0.49,Computer,Desktop,Windows,4,5,19.66
1529,Male,2/10/2019,45274559,8,1,67.18,67.18,In Process,Japan,Organic Search,0.52,Computer,Laptop,Windows,0,0,0
8311,Male,2/11/2019,72705429,50,2,50.71,101.42,Completed,Germany,Social Media,8.31,Computer,Laptop,Windows,4,4,101.42
1240,Male,2/11/2019,66883041,46,3,9.88,29.64,Completed,South Korea,Organic Search,2.83,Mobile,Tablet,Windows,3,3,29.64
3613,Female,2/12/2019,41983414,91,2,67.48,134.96,Completed,South Korea,Organic Search,5.69,Computer,Desktop,Windows,5,2,134.96
8579,Male,2/12/2019,42429169,80,2,77.64,155.28,Cancelled,Germany,Organic Search,1.24,Mobile,Tablet,Windows,0,0,0
8528,Male,2/13/2019,80275930,52,2,20.15,40.3,Completed,Italy,Paid Advertisment,9.68,Computer,Laptop,Windows,5,4,40.3
4499,Male,2/13/2019,25343587,22,3,41.48,124.44,Completed,Australia,Social Media,4.44,Computer,Laptop,Windows,5,3,124.44
3811,Male,2/13/2019,94219421,21,1,98.91,98.91,Completed,Japan,Social Media,4.59,Mobile,Smart Phone,Android,5,4,98.91
7695,Female,2/14/2019,57499295,66,1,56.01,56.01,Completed,China,Social Media,6.68,Computer,Desktop,Windows,5,5,56.01
2821,Male,2/15/2019,80452262,78,3,19.66,58.98,Completed,Mexico,Organic Search,5.32,Computer,Desktop,Windows,5,4,58.98
3219,Male,2/15/2019,53369403,89,1,37.61,37.61,Completed,Italy,Social Media,8.77,Computer,Laptop,Windows,5,5,37.61
2314,Male,2/15/2019,87415429,84,3,32.88,98.64,Completed,Mexico,Organic Search,9.64,Computer,Laptop,Linux,5,4,98.64
6018,Male,2/15/2019,85412978,5,1,11.97,11.97,In Process,Taiwan,Organic Search,5.14,Mobile,Smart Phone,Android,0,0,0
9304,Male,2/16/2019,32348718,82,2,5.82,11.64,Completed,Russia,Social Media,9.17,Computer,Desktop,Mac,5,5,11.64
9993,Male,2/16/2019,52989754,5,2,11.97,23.94,Cancelled,Brazil,Paid Advertisment,6.05,Computer,Laptop,Windows,0,0,0
9199,Male,2/16/2019,49369386,98,3,85.04,255.12,Cancelled,Netherlands,Social Media,9.55,Computer,Desktop,Windows,0,0,0
2289,Male,2/17/2019,13050446,67,3,17.22,51.66,Cancelled,Russia,Paid Advertisment,3.99,Computer,Desktop,Windows,0,0,0
6836,Male,2/17/2019,75641745,1,2,81.91,163.82,Completed,Mexico,Social Media,2.23,Computer,Laptop,Windows,3,5,163.82
2783,Male,2/18/2019,86200787,59,3,79.57,238.71,Completed,United States,Social Media,3.95,Mobile,Tablet,Android,1,5,238.71
8462,Male,2/19/2019,56715045,25,2,11.29,22.58,Completed,Belgium,Organic Search,3.8,Computer,Laptop,Windows,5,5,22.58
9293,Female,2/19/2019,39840311,56,1,87.34,87.34,Completed,Egypt,Organic Search,0.13,Computer,Laptop,Windows,5,5,87.34
5459,Male,2/20/2019,91175672,70,1,63.88,63.88,Completed,Canada,Organic Search,4.15,Computer,Laptop,Windows,4,5,63.88
4692,Male,2/20/2019,92723264,54,1,90.78,90.78,Cancelled,France,Social Media,8.65,Mobile,Tablet,Windows,0,0,0
9317,Female,2/21/2019,77430402,32,3,91.37,274.11,In Process,United States,Social Media,8.47,Computer,Desktop,Windows,0,0,0
3163,Male,2/22/2019,63194104,51,3,50.59,151.77,In Process,China,Social Media,4.24,Computer,Laptop,Windows,0,0,0
8142,Female,2/22/2019,45916741,95,1,50.48,50.48,Cancelled,United States,Organic Search,3.47,Computer,Desktop,Mac,0,0,0
3279,Male,2/23/2019,80609189,73,1,30.57,30.57,Cancelled,Philippines,Organic Search,5.51,Computer,Desktop,Windows,0,0,0
7467,Male,2/23/2019,40302112,66,2,56.01,112.02,Completed,China,Organic Search,7.53,Computer,Laptop,Linux,5,5,112.02
1128,Female,2/24/2019,70062063,12,2,86.11,172.22,In Process,Switzerland,Organic Search,4.7,Computer,Laptop,Windows,0,0,0
2470,Male,2/24/2019,69991816,27,1,72.93,72.93,Completed,Vietnam,Organic Search,0.71,Computer,Desktop,Windows,5,5,72.93
6111,Male,2/25/2019,26294854,34,3,48.24,144.72,In Process,Indonesia,Social Media,1.39,Mobile,Smart Phone,Windows,0,0,0
7540,Male,2/25/2019,35566693,32,1,91.37,91.37,In Process,India,Organic Search,3.13,Mobile,Smart Phone,Android,0,0,0
8024,Male,2/25/2019,12709786,26,3,34.43,103.29,Completed,Canada,Paid Advertisment,4.86,Mobile,Smart Phone,Android,2,4,103.29
7669,Female,2/26/2019,86454414,31,1,43.5,43.5,In Process,Italy,Organic Search,8.33,Computer,Laptop,Windows,0,0,0
5055,Male,2/26/2019,50669223,4,2,32.43,64.86,Completed,Nigeria,Organic Search,6.85,Mobile,Smart Phone,Android,4,3,64.86
9919,Male,2/27/2019,63221839,40,3,89.85,269.55,Completed,Germany,Social Media,5.43,Mobile,Tablet,Android,4,5,269.55
1973,Male,2/27/2019,23855191,89,1,37.61,37.61,Completed,South Korea,Social Media,9.42,Computer,Desktop,Windows,3,5,37.61
2922,Male,2/27/2019,44109210,39,1,41.61,41.61,In Process,Netherlands,Organic Search,0.27,Mobile,Smart Phone,Android,0,0,0
7006,Male,2/27/2019,21302560,82,3,5.82,17.46,Completed,South Korea,Social Media,4.11,Computer,Laptop,Windows,5,5,17.46
7107,Male,2/28/2019,13449170,45,2,3.67,7.34,Cancelled,South Korea,Organic Search,9.84,Computer,Laptop,Windows,0,0,0
3623,Male,3/01/2019,98537015,39,2,41.61,83.22,In Process,Brazil,Social Media,6.32,Computer,Desktop,Windows,0,0,0
3794,Male,3/01/2019,38912453,44,1,52.78,52.78,Returned,France,Paid Advertisment,3.78,Computer,Desktop,Windows,0,0,0
2305,Male,3/02/2019,24812248,53,3,7.51,22.53,Cancelled,Indonesia,Paid Advertisment,9.45,Computer,Desktop,Windows,0,0,0
4761,Female,3/02/2019,55049271,18,1,1.97,1.97,Completed,Argentina,Social Media,3.87,Computer,Desktop,Windows,5,3,1.97
6874,Female,3/03/2019,24623839,18,2,1.97,3.94,Completed,United Kingdom,Organic Search,1.34,Computer,Laptop,Windows,5,5,3.94
8515,Male,3/03/2019,27824082,6,3,8.07,24.21,Completed,Switzerland,Paid Advertisment,9.39,Computer,Laptop,Windows,4,4,24.21
7873,Female,3/03/2019,11785961,56,2,87.34,174.68,Completed,South Korea,Social Media,4.9,Computer,Laptop,Windows,5,2,174.68
1742,Female,3/04/2019,37516577,86,1,93.47,93.47,Completed,South Korea,Organic Search,2.38,Mobile,Tablet,Windows,5,5,93.47
6691,Male,3/04/2019,24652972,85,1,68.31,68.31,Completed,Mexico,Organic Search,2.7,Computer,Desktop,Windows,5,4,68.31
6960,Female,3/05/2019,30191945,51,1,50.59,50.59,In Process,Japan,Social Media,2.82,Mobile,Smart Phone,Windows,0,0,0
6849,Male,3/05/2019,70476491,47,1,64.64,64.64,Cancelled,India,Organic Search,7.71,Computer,Laptop,Windows,0,0,0
6005,Male,3/06/2019,72987497,53,1,7.51,7.51,Cancelled,United States,Organic Search,2.46,Mobile,Tablet,Windows,0,0,0
4507,Male,3/07/2019,59202076,71,3,57.53,172.59,Returned,South Korea,Organic Search,8.68,Computer,Desktop,Windows,0,0,0
4282,Female,3/07/2019,38978082,51,2,50.59,101.18,Completed,Canada,Social Media,0.64,Computer,Laptop,Windows,5,5,101.18
4349,Male,3/08/2019,24699973,70,3,63.88,191.64,In Process,Spain,Social Media,2.73,Computer,Desktop,Windows,0,0,0
2371,Male,3/08/2019,55541844,4,2,32.43,64.86,In Process,Spain,Organic Search,2.05,Computer,Desktop,Windows,0,0,0
6483,Male,3/09/2019,48148209,39,2,41.61,83.22,Completed,Mexico,Social Media,3.76,Computer,Desktop,Windows,5,4,83.22
9244,Female,3/10/2019,49918538,63,2,57.12,114.24,Cancelled,Germany,Social Media,0.7,Computer,Desktop,Mac,0,0,0
7702,Male,3/10/2019,89731038,9,1,73.83,73.83,Completed,Canada,Organic Search,7.9,Mobile,Tablet,iOS,4,5,73.83
8750,Male,3/10/2019,62993008,50,3,50.71,152.13,Completed,France,Social Media,8.23,Computer,Desktop,Windows,4,5,152.13
8113,Female,3/11/2019,53796492,65,1,38.95,38.95,In Process,Russia,Organic Search,8.44,Computer,Laptop,Windows,0,0,0
2140,Male,3/11/2019,43599668,6,3,8.07,24.21,Cancelled,Vietnam,Paid Advertisment,0.3,Computer,Laptop,Windows,0,0,0
1215,Female,3/12/2019,54998773,72,3,3.55,10.65,Completed,Japan,Social Media,5.57,Computer,Laptop,Linux,3,3,10.65
2248,Male,3/12/2019,59742198,39,1,41.61,41.61,In Process,United States,Organic Search,6.25,Mobile,Smart Phone,Windows,0,0,0
6258,Male,3/13/2019,75273264,39,1,41.61,41.61,In Process,Spain,Social Media,0.7,Computer,Laptop,Linux,0,0,0
3562,Male,3/14/2019,61783260,56,3,87.34,262.02,Completed,Germany,Social Media,0.54,Computer,Laptop,Windows,5,4,262.02
9208,Male,3/14/2019,18053386,70,2,63.88,127.76,Completed,South Korea,Paid Advertisment,2.36,Computer,Desktop,Mac,4,2,127.76
9495,Female,3/14/2019,26844645,69,1,96.47,96.47,In Process,Taiwan,Organic Search,4.27,Mobile,Smart Phone,Android,0,0,0
1495,Male,3/14/2019,16077009,10,2,19.34,38.68,Cancelled,Turkey,Social Media,3.99,Computer,Desktop,Windows,0,0,0
9998,Male,3/14/2019,26100713,91,2,67.48,134.96,Completed,United Kingdom,Social Media,5.04,Computer,Laptop,Windows,3,5,134.96
9395,Male,3/14/2019,46141785,90,1,21.51,21.51,Completed,China,Organic Search,8.18,Computer,Desktop,Windows,5,4,21.51
6333,Female,3/15/2019,17705878,24,1,99.58,99.58,Cancelled,India,Paid Advertisment,0.51,Mobile,Tablet,Windows,0,0,0
6634,Female,3/16/2019,97548443,66,1,56.01,56.01,Completed,Netherlands,Organic Search,1.86,Mobile,Tablet,Android,4,5,56.01
9944,Female,3/16/2019,94572670,89,1,37.61,37.61,Completed,Italy,Paid Advertisment,6.55,Computer,Desktop,Windows,4,5,37.61
9951,Male,3/17/2019,17131549,22,2,41.48,82.96,Completed,Vietnam,Social Media,9.49,Computer,Desktop,Windows,3,4,82.96
2789,Male,3/17/2019,63883927,3,1,97.19,97.19,Cancelled,Spain,Social Media,1.23,Computer,Desktop,Windows,0,0,0
3385,Male,3/18/2019,66320727,5,3,11.97,35.91,Completed,United Kingdom,Organic Search,5.96,Computer,Desktop,Windows,5,5,35.91
1166,Male,3/19/2019,50914803,13,1,41.29,41.29,Completed,United States,Social Media,7.14,Computer,Desktop,Windows,5,3,41.29
2035,Male,3/19/2019,13683428,88,2,40.95,81.9,Returned,United States,Organic Search,4.54,Mobile,Tablet,Windows,0,0,0
7387,Male,3/20/2019,32256430,49,2,99.72,199.44,In Process,China,Organic Search,7.64,Computer,Laptop,Linux,0,0,0
4289,Male,3/21/2019,17455709,36,2,48.16,96.32,Returned,Egypt,Organic Search,9.06,Computer,Laptop,Windows,0,0,0
4156,Male,3/21/2019,56142928,26,3,34.43,103.29,Completed,Japan,Paid Advertisment,7.23,Computer,Desktop,Windows,3,5,103.29
8856,Male,3/21/2019,73448314,39,2,41.61,83.22,Completed,Canada,Paid Advertisment,0.86,Computer,Laptop,Windows,5,4,83.22
1358,Male,3/21/2019,89726105,98,1,85.04,85.04,Completed,Australia,Social Media,6.64,Computer,Desktop,Windows,5,5,85.04
7674,Male,3/22/2019,52051892,7,2,59.68,119.36,Completed,Mexico,Social Media,3.95,Computer,Laptop,Linux,3,4,119.36
4725,Male,3/23/2019,14651466,45,3,3.67,11.01,Completed,Indonesia,Organic Search,3.73,Computer,Laptop,Linux,3,5,11.01
2960,Male,3/24/2019,20100176,72,1,3.55,3.55,Returned,Japan,Social Media,4.58,Mobile,Smart Phone,Android,0,0,0
4352,Male,3/24/2019,37889558,67,1,17.22,17.22,Completed,Canada,Paid Advertisment,0.91,Computer,Desktop,Windows,5,5,17.22
1941,Male,3/25/2019,63459803,86,3,93.47,280.41,In Process,Australia,Social Media,7.84,Mobile,Smart Phone,iOS,0,0,0
2279,Male,3/25/2019,71194031,67,2,17.22,34.44,In Process,Russia,Social Media,4.76,Computer,Laptop,Linux,0,0,0
4551,Male,3/26/2019,40345595,81,2,52.96,105.92,Completed,United States,Paid Advertisment,6.34,Computer,Desktop,Windows,3,3,105.92
9101,Female,3/26/2019,14893850,96,2,36.96,73.92,Completed,Germany,Organic Search,10,Computer,Laptop,Windows,5,3,73.92
4995,Male,3/27/2019,75073824,83,2,1.22,2.44,Completed,Saudi Arabia,Social Media,2.11,Computer,Desktop,Windows,5,5,2.44
8425,Male,3/27/2019,31808198,23,3,95.72,287.16,Completed,Indonesia,Organic Search,8.12,Computer,Laptop,Windows,3,3,287.16
9177,Male,3/28/2019,94230696,33,2,28.56,57.12,Completed,Canada,Social Media,8.74,Mobile,Tablet,Windows,4,4,57.12
6102,Male,3/28/2019,31392911,5,2,11.97,23.94,In Process,United Kingdom,Paid Advertisment,3.59,Mobile,Smart Phone,Android,0,0,0
5336,Male,3/29/2019,53312156,37,1,11.5,11.5,Completed,Australia,Social Media,3.97,Computer,Desktop,Windows,5,5,11.5
2918,Male,3/29/2019,84266640,94,1,17.63,17.63,Completed,South Korea,Organic Search,5.26,Computer,Desktop,Windows,5,4,17.63
2395,Female,3/29/2019,50513914,90,3,21.51,64.53,Cancelled,Netherlands,Organic Search,9.74,Mobile,Smart Phone,Android,0,0,0
5327,Male,3/30/2019,96949015,76,2,76.67,153.34,In Process,United States,Organic Search,2.46,Computer,Laptop,Windows,0,0,0
6547,Female,3/30/2019,89655348,79,2,33.28,66.56,In Process,Mexico,Social Media,8.61,Mobile,Tablet,Windows,0,0,0
6254,Male,3/31/2019,86741273,54,2,90.78,181.56,Cancelled,Germany,Organic Search,5.52,Computer,Laptop,Windows,0,0,0
2131,Male,4/01/2019,16010723,66,2,56.01,112.02,Completed,Spain,Social Media,6.86,Computer,Desktop,Mac,5,5,112.02
3406,Female,4/01/2019,44187245,41,1,32.33,32.33,Completed,Switzerland,Paid Advertisment,2.9,Mobile,Smart Phone,Windows,5,5,32.33
8333,Male,4/02/2019,26120474,94,1,17.63,17.63,Completed,Japan,Social Media,6.64,Mobile,Smart Phone,Windows,5,3,17.63
2954,Male,4/03/2019,95369856,22,3,41.48,124.44,Cancelled,France,Organic Search,2.1,Computer,Desktop,Windows,0,0,0
2629,Male,4/03/2019,89702444,84,3,32.88,98.64,Completed,Taiwan,Organic Search,2.33,Computer,Desktop,Mac,5,5,98.64
2965,Female,4/04/2019,33146638,60,3,91.28,273.84,Completed,Russia,Social Media,0.11,Computer,Desktop,Windows,3,4,273.84
5999,Male,4/05/2019,85871926,76,2,76.67,153.34,Completed,Mexico,Organic Search,0.31,Computer,Desktop,Windows,5,4,153.34
5435,Male,4/05/2019,51489078,78,2,19.66,39.32,Cancelled,Indonesia,Organic Search,6.15,Computer,Desktop,Windows,0,0,0
8469,Male,4/05/2019,43799147,61,1,70.34,70.34,Cancelled,Mexico,Social Media,4.59,Computer,Desktop,Windows,0,0,0
9732,Male,4/05/2019,73642738,5,1,11.97,11.97,Completed,United States,Organic Search,8.85,Computer,Desktop,Windows,4,5,11.97
6460,Male,4/06/2019,50844491,46,1,9.88,9.88,In Process,United States,Social Media,4.87,Computer,Desktop,Windows,0,0,0
4313,Female,4/07/2019,45010780,57,1,13.08,13.08,Cancelled,Vietnam,Organic Search,9.44,Computer,Laptop,Windows,0,0,0
6498,Male,4/07/2019,41372323,35,2,78.78,157.56,Completed,Netherlands,Social Media,6.35,Computer,Laptop,Linux,4,5,157.56
2364,Female,4/08/2019,23009329,90,2,21.51,43.02,Completed,Indonesia,Social Media,8.01,Mobile,Smart Phone,Android,3,5,43.02
5272,Male,4/09/2019,96906446,41,3,32.33,96.99,Completed,Taiwan,Paid Advertisment,9.19,Computer,Laptop,Windows,5,4,96.99
6540,Male,4/09/2019,86149492,9,1,73.83,73.83,Completed,Brazil,Paid Advertisment,0.54,Mobile,Tablet,Windows,3,5,73.83
4169,Male,4/10/2019,12743560,13,3,41.29,123.87,Completed,India,Social Media,3.85,Computer,Desktop,Windows,5,5,123.87
8419,Male,4/10/2019,91960701,48,3,31.26,93.78,Completed,Vietnam,Organic Search,1.13,Computer,Laptop,Linux,3,4,93.78
2652,Male,4/11/2019,83714744,14,2,89.76,179.52,Completed,Saudi Arabia,Social Media,1.88,Mobile,Tablet,Android,5,3,179.52
